description,carb,fat,energy,protein,country,amount_type,queries
"['Tangerine, raw', 'Grilled cheese sandwich, Cheddar cheese, on white bread', 'Nutrition bar (Clif Bar)']","[14.54, 30.6, 44.5]","[0.34, 26.89, 4]","[57.77, 425.72, 235.28]","[0.88, 15.52, 10]",USA,metric,"For a snack, I'm having a raw tangerine (109.0g), a grilled cheese sandwich with cheddar cheese on white bread (116.0g), and a Clif Bar (68.0g)."
"['Water, bottled, unsweetened', 'Nutrition bar (PowerBar)']","[0, 47.35]","[0, 2.11]","[0, 246.84]","[0, 9.62]",USA,metric,"For breakfast, I had 507g of water and a 68g PowerBar to kick off my day."
"['Cookie, vanilla sandwich', 'Coffee, brewed']","[12.98, 0]","[3.6, 0.07]","[86.94, 3.6]","[0.81, 0.43]",USA,metric,"For breakfast, I had an 18g cookie and 360g of coffee."
"['Chicken leg, drumstick and thigh, grilled with sauce, skin eaten']",[14.2],[24.02],[427.05],[36.35],USA,metric,"I had a 195-gram serving of grilled chicken leg, drumstick, and thigh with sauce for lunch, and I made sure to eat the skin."
"['Grilled cheese sandwich, American cheese, on white bread', 'Apple, raw', 'Water, bottled, unsweetened']","[33.29, 27.62, 0]","[22.3, 0.34, 0]","[383.96, 104, 0]","[12.49, 0.52, 0]",USA,metric,"For lunch, I'm having a grilled cheese sandwich (116.0g) made with American cheese on white bread, a raw apple (200.0g), and a bottle of unsweetened water (360.0g)."
"['Turnover, meat- and cheese-filled, no gravy', ""Cereal (Kellogg's Froot Loops)"", 'Milk, low fat (1%)']","[43.38, 25.52, 12.66]","[12.98, 0.99, 2.32]","[342.22, 108.75, 104.92]","[13.01, 1.54, 8.25]",USA,metric,"Dinner consists of a 142-gram meat and cheese turnover, 29 grams of Froot Loops cereal, and 244 grams of low-fat milk."
"['Coffee, Cappuccino']",[6.62],[2.38],[64.8],[4.1],USA,metric,I just brewed a cappuccino that weighs 240 grams for my snack.
"['Milk, reduced fat (2%)', 'Chicken or turkey noodle soup, canned or ready-to-serve']","[11.98, 7.4]","[4.64, 1.88]","[122, 57.84]","[8.17, 2.89]",USA,metric,I made a quick lunch with 244 grams of 2% milk and a can of chicken noodle soup that weighs 241 grams.
"['Biscuit, NFS', 'Pork sausage', 'Egg, whole, fried, from fast food / restaurant']","[19.27, 0.5, 0.37]","[8.51, 9.54, 8.46]","[166.5, 113.75, 105.05]","[3.19, 6.49, 6.44]",USA,metric,"I have a lunch of a biscuit weighing 45 grams, along with 35 grams of pork sausage and a fried egg that weighs 55 grams."
"['Cookie, fig bar, fat free']",[13.47],[1.39],[66.12],[0.7],USA,metric,I'm having a 19-gram fat-free fig bar cookie as a snack.
"['Potato chips, sour cream and onion flavored', 'Water, bottled, unsweetened']","[15.66, 0]","[8.7, 0]","[136.36, 0]","[1.82, 0]",USA,metric,I’m snacking on 28 grams of sour cream and onion potato chips and drinking 507 grams of bottled water.
"['Chicken fillet sandwich, from school cafeteria', 'Orange juice, 100%, canned, bottled or in a carton', 'Milk, fat free (skim)']","[27.42, 15.12, 11.93]","[7.42, 0.16, 0.2]","[230.92, 64.19, 82.96]","[13.45, 0.89, 8.37]",USA,metric,"I enjoyed a chicken fillet sandwich weighing about 92 grams, paired with 131 grams of orange juice, and 244 grams of skim milk for lunch."
"['Chicken soup, baby food']",[8.14],[1.92],[56.5],[1.81],USA,metric,"Tonight, I'm eating 113 grams of baby food that's chicken soup."
"['Taco or tostada with meat and beans, from fast food', 'Burrito with meat and beans, from fast food']","[25.64, 64.97]","[15.6, 18.9]","[284.62, 500.4]","[11.32, 19.54]",USA,metric,I ate a taco with meat and beans weighing 133 grams and a burrito with the same filling that was 278 grams for lunch.
"['Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)']",[26],[4],[148.05],[2],USA,metric,I grabbed a 35-gram yogurt-coated granola bar for my breakfast.
"['Hamburger, from school cafeteria']",[23.55],[6.63],[221.4],[16.17],USA,metric,"For lunch, I’ve got a hamburger weighing 90 grams from the school cafeteria."
"['Fruit juice drink (Capri Sun)', 'Cream cheese, regular, plain', 'Cheese sandwich, Cheddar cheese, on white bread, no spread']","[18.6, 0.83, 30.55]","[0.13, 5.17, 16.43]","[72.54, 52.5, 333.54]","[0, 0.92, 15.44]",USA,metric,"For breakfast, I'm having a 186.0g Capri Sun fruit juice drink, along with a 102.0g cheese sandwich made with cheddar cheese on white bread, and 15.0g of regular cream cheese on the side."
"['Meat, NFS']",[0],[11.12],[269.34],[39.73],USA,metric,I'm eating 134 grams of meat for my lunch.
"['Tuna, canned, NS as to oil or water pack']",[0.13],[1.5],[144],[30.4],USA,metric,I’m having 160 grams of canned tuna for dinner.
['Sweet and sour chicken or turkey'],[60.13],[31.88],[630],[25.45],USA,metric,"For dinner, I'm enjoying 252 grams of sweet and sour chicken or turkey."
"['Water, bottled, unsweetened', 'Tea, iced, bottled, green, diet']","[0, 4.87]","[0, 0]","[0, 20.96]","[0, 0]",USA,metric,I'm enjoying a snack with 1014 grams of bottled water and 524 grams of diet iced green tea.
"['Soft drink, cola, diet', 'Beef taco filling: beef, cheese, tomato, taco sauce']","[1.04, 12.91]","[0.11, 23.09]","[7.2, 369.24]","[0.4, 26.5]",USA,metric,"For dinner, I'm having 360 grams of diet cola and 204 grams of beef taco filling with cheese, tomato, and taco sauce."
"['Potato, scalloped, from fresh', 'Milk, fat free (skim)']","[33.75, 11.93]","[23.92, 0.2]","[417.5, 82.96]","[17.8, 8.37]",USA,metric,"For breakfast, I enjoyed some scalloped potatoes, weighing 250 grams, with 244 grams of skim milk."
['Cereal or granola bar (General Mills Fiber One Chewy Bar)'],[27.93],[4],[155.6],[2],USA,metric,I'm grabbing a 40g bar of Fiber One cereal for lunch.
"['Cookie, chocolate chip', 'Taffy']","[6.86, 13.14]","[2.6, 1.28]","[51.66, 64.48]","[0.54, 0.13]",USA,metric,I'm having a snack that includes a 10.5g chocolate chip cookie and 16g of taffy.
"['Milk chocolate candy, plain', 'Graham crackers', 'Peach, raw']","[6.53, 11.65, 15.66]","[3.26, 1.59, 0.42]","[58.85, 64.5, 65.1]","[0.84, 1, 1.41]",USA,metric,"For a snack, I’m having 11 grams of plain milk chocolate candy, 15 grams of graham crackers, and a raw peach weighing 155 grams."
"['Frankfurter or hot dog sandwich, with chili, on white bun', 'Soft drink, cola']","[52.94, 38.54]","[33.68, 0.93]","[618.7, 156.24]","[24.51, 0]",USA,metric,"For lunch, I'm having a 269.0g hot dog sandwich with chili on a white bun, along with a 372.0g cola."
"['Cheese sandwich, Cheddar cheese, on white bread, no spread']",[30.55],[16.43],[333.54],[15.44],USA,metric,I enjoyed a 102-gram cheddar cheese sandwich on white bread for breakfast.
"['Bananas, baby food, NS as to strained or junior']",[2.48],[0.02],[9.3],[0.06],USA,metric,"For breakfast, I'm having 15 grams of baby food bananas."
"['Chicken thigh, fried, coated, skin / coating eaten, from fast food']",[14.23],[21.6],[322.3],[17.84],USA,metric,"Lunch today was a 110-gram fried chicken thigh from fast food, and I also had the skin with it."
"['SNICKERS Bar', 'Coconut candy, chocolate covered']","[10.46, 10.01]","[4.05, 4.52]","[83.47, 83.81]","[1.28, 0.78]",USA,metric,"I grabbed a 17g SNICKERS Bar and some chocolate-covered coconut candy, also 17g, for my snack."
"['Water, bottled, unsweetened', 'Potato chips, plain', 'Corn dog, frankfurter or hot dog with cornbread coating']","[0, 15.07, 23.72]","[0, 9.51, 10.58]","[0, 148.96, 220]","[0, 1.79, 7.54]",USA,metric,I enjoyed 600 grams of unsweetened bottled water along with a serving of 28 grams of plain potato chips and an 88-gram corn dog for lunch.
"['Chewing gum, NFS']",[2.67],[0.01],[8.29],[0],USA,metric,"I’ve got some chewing gum, 2.8 grams, for a quick snack."
['Polish sausage'],[3.77],[22.26],[252.75],[9.34],USA,metric,I’m eating 75 grams of Polish sausage for dinner.
"['Beans and rice, with meat']",[40.02],[7.21],[275.4],[12.73],USA,metric,"For lunch, I'm having 170 grams of beans and rice with meat."
"['Pizza with pepperoni, from frozen, thick crust', 'Rice cake', 'Water, bottled, sweetened, with low calorie sweetener']","[55.38, 2.43, 0.31]","[17.49, 0.13, 0]","[466.32, 11.76, 2.4]","[21.92, 0.21, 0]",USA,metric,"I ate 174 grams of thick crust pepperoni pizza from the freezer, had a small 3-gram rice cake, and washed it down with 240 grams of sweetened bottled water during brunch."
"['Raisins', 'Fruit leather and fruit snacks candy']","[34.11, 21.92]","[0.11, 0.74]","[128.57, 94.9]","[1.42, 0.14]",USA,metric,I grabbed a snack that includes 43 grams of raisins and 26 grams of fruit leather and snacks.
"['Orange juice, 100%, canned, bottled or in a carton', 'Sausage and cheese on English muffin']","[57.24, 28.82]","[0.6, 23.56]","[243.04, 385.32]","[3.37, 15.14]",USA,metric,"For breakfast, I enjoyed some orange juice, 496 grams, paired with a sausage and cheese English muffin that weighs 114 grams."
"['Coffee, brewed', 'Water, tap', 'Peach, raw', 'Coffee creamer, liquid, flavored', 'Banana, raw', 'Egg and cheese on biscuit']","[0, 0, 15.15, 10.52, 28.78, 24.15]","[0.05, 0, 0.4, 4.05, 0.42, 29.53]","[2.4, 0, 63, 75.3, 112.14, 420]","[0.29, 0, 1.36, 0.21, 1.37, 14.14]",USA,metric,"I made a breakfast with 240 grams of brewed coffee, 240 grams of tap water, a 150-gram raw peach, 30 grams of flavored coffee creamer, a 126-gram banana, and a 140-gram egg and cheese biscuit."
"['Pork chop, fried, lean and fat eaten', 'Potato, home fries, NFS']","[0, 18.4]","[8.51, 13.03]","[170.91, 195]","[22.43, 1.92]",USA,metric,"Dinner consisted of a pork chop, fried and lean, weighing 81 grams, paired with 100 grams of home fries."
"['Pancakes, plain, reduced fat', 'Turkey or chicken sausage']","[7.22, 0.38]","[1.92, 4.28]","[52.4, 69.65]","[1.52, 6.88]",USA,metric,"For my brunch, I've got 20 grams of plain pancakes and 35 grams of turkey sausage."
"['Cookie, butter or sugar', 'Water, tap']","[20.2, 0]","[5.86, 0]","[139.2, 0]","[1.6, 0]",USA,metric,"For a quick snack, I have a butter or sugar cookie that's 30 grams along with 240 grams of tap water."
"['Frankfurter or hot dog, beef', 'Roll, white, soft']","[1.73, 14.03]","[16.8, 1.09]","[188.67, 78.12]","[7.02, 2.74]",USA,metric,Tonight's dinner is a 57-gram beef hot dog in a 28-gram soft roll.
"['Soft taco with meat', 'Cheese, Swiss, reduced fat']","[26.7, 0.71]","[14.16, 1.07]","[290.82, 37.59]","[14, 5.96]",USA,metric,"For dinner, I have a soft taco with meat weighing 131 grams and 21 grams of reduced-fat Swiss cheese."
"['Tortilla chips, reduced fat, flavored', 'Orange, raw', 'Chocolate milk, ready to drink, low fat', 'Pizza with pepperoni, from school lunch, thin crust']","[22.14, 18.1, 25.17, 44.36]","[1.58, 0.18, 2.75, 12.24]","[115.08, 72.38, 158.72, 360.68]","[3.04, 1.45, 8.58, 18.15]",USA,metric,"For lunch, I'm having 28 grams of flavored reduced-fat tortilla chips, a raw orange weighing 154 grams, a 248-gram carton of low-fat chocolate milk, and a 142-gram slice of thin-crust pepperoni pizza from school."
"[""Water, bottled, flavored (Capri Sun Roarin' Waters)"", 'Topping, chocolate flavored hazelnut spread', 'Pretzels, hard, plain, salted', 'Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on whole wheat bread']","[8.1, 12.47, 8.04, 41.91]","[0, 5.95, 0.29, 18.76]","[32.4, 107.8, 38.4, 379.68]","[0, 1.08, 1, 14.04]",USA,metric,"For lunch, I'm having 180 grams of flavored bottled water from Capri Sun, a peanut butter and jelly sandwich weighing 112 grams made with regular peanut butter and reduced sugar jelly on whole wheat bread, along with 20 grams of chocolate flavored hazelnut spread and 10 grams of plain salted hard pretzels."
"['Muffin, chocolate', 'Apple juice, 100%']","[65.82, 14.01]","[24.05, 0.16]","[508.3, 57.04]","[8.31, 0.12]",USA,metric,"For breakfast, I'm having a 130g chocolate muffin and 124g of 100% apple juice."
"['Licorice', 'Water, bottled, unsweetened']","[13.1, 0]","[0.01, 0]","[52.5, 0]","[0, 0]",USA,metric,"For my snack, I’m enjoying 14 grams of licorice with 240 grams of water that’s bottled and unsweetened."
"['Chicken patty, breaded']",[9.63],[14.68],[215.25],[11.14],USA,metric,I'm eating a breaded chicken patty that weighs 75 grams for dinner.
"['Cheese, Cheddar', 'Apple, raw', 'Water, tap']","[0.51, 22.79, 0]","[7.14, 0.28, 0]","[85.68, 85.8, 0]","[4.89, 0.43, 0]",USA,metric,"At dinner, I'm eating 21 grams of cheddar cheese along with a 165-gram raw apple and drinking 240 grams of tap water."
"['Cream, half and half', 'Sugar, white, granulated or lump', 'Coffee, brewed', 'Taco sauce', 'Potato, hash brown, from fast food', 'Egg, cheese, ham, and bacon on bun']","[1.29, 3.49, 0, 0.06, 15.88, 38.98]","[3.45, 0.01, 0.07, 0.06, 9.37, 29.9]","[39.3, 13.48, 3.6, 0.99, 149.6, 565]","[0.94, 0, 0.43, 0.1, 1.42, 32.72]",USA,metric,"For breakfast, I'm having a brewed coffee (360 grams) with 30 grams of half and half and about 3.5 grams of sugar. I also have a hash brown (55 grams) from fast food and a bun with egg, cheese, ham, and bacon that totals 226 grams, along with some taco sauce (9 grams) on the side."
"['Salisbury steak with gravy, potatoes, vegetable, dessert, frozen meal']",[66.32],[36.08],[804.96],[52.7],USA,metric,"Dinner is a frozen meal consisting of Salisbury steak with gravy, potatoes, a vegetable side, and dessert, totaling 468 grams."
['Cereal or granola bar (Quaker Granola Bites)'],[13.25],[3.5],[90.2],[1.43],USA,metric,I'm snacking on a 20g pack of Quaker Granola Bites.
"['Cookie, chocolate or fudge', 'Milk, whole', 'Hard candy']","[21.81, 11.39, 13.72]","[4.26, 7.81, 0.03]","[129.9, 146.4, 55.16]","[1.98, 8, 0]",USA,metric,"For dinner, I had a 30-gram chocolate cookie, 244 grams of whole milk, and 14 grams of hard candy."
"['Vegetable and chicken, baby food, junior']",[14.72],[1.9],[90.1],[3.47],USA,metric,I have a 170-gram jar of vegetable and chicken baby food for lunch.
"['Water, tap', 'Mushroom soup, cream of, prepared with water']","[0, 20.4]","[0, 15.89]","[0, 237.2]","[0, 4.03]",USA,metric,I’ve got a lunch of 240 grams of tap water and a bowl of 593 grams of cream of mushroom soup.
"['Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)']",[32.12],[4.76],[223.2],[13.69],USA,metric,I’m starting my day with a 248-gram ready-to-drink shake from Carnation Instant Breakfast.
"['Quarter Pounder with cheese (McDonalds)', 'Water, bottled, unsweetened']","[39.44, 0]","[28.8, 0]","[538, 0]","[30.42, 0]",USA,metric,"For lunch, I ate a 200g Quarter Pounder with cheese and drank 507g of bottled water."
"['SNICKERS Bar', 'Milk shake, fast food, flavors other than chocolate', 'Cookie, chocolate sandwich']","[35.06, 43.88, 7.81]","[13.59, 14.6, 2.11]","[279.87, 331.52, 51.04]","[4.29, 7.55, 0.57]",USA,metric,"I’m enjoying a snack that consists of a 57g SNICKERS Bar, a 224g milkshake with a non-chocolate flavor from a fast food joint, and an 11g chocolate sandwich cookie."
"['Potato chips, barbecue flavored', 'Soft drink, fruit flavored, caffeine containing']","[15.66, 47.73]","[8.7, 0]","[136.36, 182.28]","[1.82, 0]",USA,metric,I am having dinner with some barbecue-flavored potato chips (28 grams) and a 372-gram fruit soft drink.
"['Soft drink, cola, diet', 'Chicken drumstick, NS as to cooking method, skin eaten', 'Chicken breast, NS as to cooking method, skin not eaten']","[1.04, 0.07, 0]","[0.11, 6.88, 4.28]","[7.2, 123.6, 172.8]","[0.4, 15.39, 33.65]",USA,metric,"For lunch, I'm having 360.0g of diet cola and a 60.0g chicken drumstick with the skin on, along with a 120.0g skinless chicken breast."
"['Soft drink, cola', 'Taco sauce', 'Taco or tostada with meat, from fast food', 'Soft taco with beans']","[38.54, 0.12, 15.48, 36.05]","[0.93, 0.11, 9.91, 8.65]","[156.24, 1.76, 176.28, 263.64]","[0, 0.19, 6.91, 10.63]",USA,metric,"I'm enjoying a dinner that includes a 372g cola, 78g taco with meat, and a 169g soft taco with beans, plus 16g of taco sauce."
"['Pasta with tomato-based sauce, cheese and meat']",[33.12],[17.42],[367.5],[18.85],USA,metric,"For dinner, I'm having 250 grams of pasta with tomato-based sauce, cheese, and meat."
"['Polish sausage', 'Mimosa', 'Honey mustard dip']","[11.42, 12.85, 3.79]","[67.37, 0.11, 2.68]","[764.99, 117, 40.05]","[28.26, 0.68, 0.26]",USA,metric,"I'm having Polish sausage for dinner, about 227 grams, with a 180-gram mimosa and a small serving of honey mustard dip, which is 15 grams."
"['Tea, hot, leaf, black']",[1.08],[0],[3.6],[0],USA,metric,"For a snack, I brewed 360 grams of hot leaf black tea."
"['Water, bottled, unsweetened', 'Coffee cake, crumb or quick-bread type']","[0, 33.3]","[0, 11.49]","[0, 247.65]","[0, 4.15]",USA,metric,I’m starting my day with 360 grams of bottled water and 65 grams of quick-bread coffee cake.
"['Water, tap', 'Cereal or granola bar, fruit and nut', 'Iced Coffee, brewed']","[0, 17.72, 0]","[0, 12.76, 0.05]","[0, 194.8, 2.4]","[0, 5.48, 0.22]",USA,metric,"I’ve got a snack that includes 240 grams of water, a 40-gram cereal bar with fruit and nuts, and 240 grams of iced coffee."
"['Banana, raw', 'Yogurt, nonfat milk, flavors other than fruit', 'Fruit and vegetable smoothie, bottled']","[28.78, 17.75, 31.07]","[0.42, 0.31, 0.64]","[112.14, 112.2, 131.44]","[1.37, 9.45, 1.49]",USA,metric,"For a snack, I had a raw banana weighing 126 grams, some nonfat yogurt that’s flavored, which is 170 grams, and a bottled fruit and vegetable smoothie that’s 248 grams."
"['Crackers, sandwich, peanut butter filled']",[4.09],[1.72],[34.58],[0.8],USA,metric,I'm having 7 grams of peanut butter filled sandwich crackers for a snack.
"['Apple, raw', 'Cheese, Cheddar, reduced fat']","[27.62, 0.76]","[0.34, 5.79]","[104, 89.59]","[0.52, 7.75]",USA,metric,I'm enjoying a raw apple that weighs 200g along with 28.35g of reduced fat cheddar cheese as a snack.
