description,carb,fat,energy,protein,country,amount_type,queries
"['Water, tap', 'Cheese sandwich, Cheddar cheese, on white bread, no spread', 'Potato chips, plain']","[0, 30.55, 15.07]","[0, 16.43, 9.51]","[0, 333.54, 148.96]","[0, 15.44, 1.79]",USA,metric,"For dinner, I'm having a cheese sandwich made with 102 grams of cheddar cheese on white bread, along with a side of 28 grams of plain potato chips and 240 grams of tap water."
"['Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted']",[5.69],[1.68],[38.4],[0.36],USA,metric,"For a quick snack, I made 240 grams of instant coffee with low-calorie sweetener and cream."
"['Crackers, sandwich, peanut butter filled', 'Water, bottled, unsweetened', 'Peanuts, chocolate covered', ""Reese's Peanut Butter Cup""]","[4.09, 0, 6.96, 3.88]","[1.72, 0, 4.69, 2.14]","[34.58, 0, 72.66, 36.05]","[0.8, 0, 1.83, 0.72]",USA,metric,"For a snack, I'm having 7 grams of peanut butter-filled sandwich crackers, 240 grams of unsweetened bottled water, 14 grams of chocolate-covered peanuts, and a 7-gram Reese's Peanut Butter Cup."
"['Corn chips, plain (Fritos)', 'SNICKERS Bar']","[32.64, 35.06]","[19.02, 13.59]","[307.23, 279.87]","[3.52, 4.29]",USA,metric,"For lunch, I've got a 57-gram serving of Fritos and a 57-gram SNICKERS Bar."
"['Bread, wheat or cracked wheat, toasted']",[13.06],[1.25],[75.25],[2.93],USA,metric,I'm eating 25 grams of toasted wheat bread this morning.
['Nutrition bar (Clif Kids Organic Zbar)'],[26.9],[3.5],[149.76],[2],USA,metric,"For a snack, I grabbed a 36g nutrition bar from Clif called Organic Zbar."
"['Soft taco with chicken, beans, and sour cream']",[30.96],[13.7],[296.24],[12.93],USA,metric,"I’m eating a soft taco with chicken, beans, and sour cream, weighing 161 grams, for a quick snack."
"['Pizza, cheese, from restaurant or fast food, medium crust', 'Roll, sweet, cinnamon bun, frosted']","[28.66, 43.74]","[8.33, 23.95]","[228.76, 406.8]","[9.8, 4]",USA,metric,"I’m enjoying a slice of cheese pizza for lunch, which is 86 grams, along with a 90-gram frosted cinnamon bun."
"['Bread, rye', 'Peanut butter', 'Milk, fat free (skim)']","[12.08, 3.57, 11.93]","[0.82, 8.18, 0.2]","[64.75, 95.52, 82.96]","[2.12, 3.6, 8.37]",USA,metric,"This morning, I’m enjoying 25 grams of rye bread spread with 16 grams of peanut butter and 244 grams of fat-free milk."
"['Pizza, cheese, from restaurant or fast food, thin crust']",[26.83],[12],[259.72],[11.05],USA,metric,I’ve got a serving of thin crust cheese pizza weighing 86 grams for my dinner.
"['Soup, mostly noodles', 'Gordita/sope shell, plain, no filling']","[33.93, 17.23]","[9.92, 7.61]","[247.9, 142.41]","[5.74, 1.96]",USA,metric,"For lunch, I'm having 370 grams of mostly noodle soup along with a 47-gram plain gordita shell."
"['Water, bottled, unsweetened', ""Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)""]","[0, 25.02]","[0, 3.21]","[0, 135.05]","[0, 1.56]",USA,metric,"For breakfast, I'm having a Kellogg's Nutri-Grain Cereal Bar that weighs 37 grams and a bottle of unsweetened water that weighs 507 grams."
"['Sports drink (Powerade)', 'Tortilla chips, cool ranch flavor (Doritos)']","[19.44, 18.88]","[0.12, 5.76]","[79.36, 131.6]","[0, 1.98]",USA,metric,I'm enjoying a snack that includes 248 grams of Powerade sports drink along with 28 grams of Doritos chips.
"['Chocolate milk, made from syrup with reduced fat milk']",[32.76],[4.09],[195.92],[7.19],USA,metric,"I poured myself a snack of chocolate milk, which is 248 grams of reduced fat milk mixed with syrup."
"['Cookie, brownie, reduced fat, NS as to icing']",[30.79],[4.84],[172.5],[1.38],USA,metric,I have a 50g reduced-fat brownie cookie for a quick snack.
"['Rice, white, cooked, no added fat', 'Chicken drumstick, grilled with sauce, skin not eaten']","[44.22, 12.01]","[0.44, 10.92]","[203.82, 282.15]","[4.22, 31.99]",USA,metric,"For dinner, I had 158.0 grams of cooked white rice along with a grilled chicken drumstick weighing 165.0 grams with sauce, but I didn’t eat the skin."
"['Egg omelet or scrambled egg, made with oil']",[0.37],[8.46],[105.05],[6.44],USA,metric,I'm enjoying a 55g scrambled egg made with oil for lunch.
"['Water, bottled, flavored, sugar free (Glaceau Vitamin Water)']",[0],[0],[0],[0],USA,metric,"For my snack, I’m drinking 600 grams of flavored, sugar-free water from Glaceau Vitamin Water."
"['Ketchup', 'Orange juice, 100%, canned, bottled or in a carton', 'Chicken fillet sandwich, fried, on wheat bun', 'Fruit mixture, frozen']","[4.66, 57.24, 37.3, 16.65]","[0.02, 0.6, 16.39, 0.32]","[17.17, 243.04, 369.6, 66]","[0.18, 3.37, 18.47, 1.05]",USA,metric,"For lunch, I have a fried chicken fillet sandwich on a wheat bun that weighs about 140 grams with 17 grams of ketchup. I’m also having a bottle of 100% orange juice that weighs about 496 grams and a 150-gram serving of frozen fruit mixture."
"['Burrito with meat, beans, rice, and sour cream', 'Soft drink, cola, diet']","[87.61, 1.04]","[65.73, 0.11]","[1151.59, 7.2]","[52.07, 0.4]",USA,metric,"I’ve got a 551-gram burrito with meat, beans, rice, and sour cream, paired with a 360-gram diet cola for lunch."
"['Milk, reduced fat (2%)', 'Bread, cinnamon, toasted']","[11.98, 21.09]","[4.64, 1.54]","[122, 115.83]","[8.17, 4.04]",USA,metric,"For breakfast, I'm having 244 grams of reduced fat (2%) milk and 39 grams of toasted cinnamon bread."
"['Chocolate milk, ready to drink, low fat', 'Cheese flavored corn snacks (Cheetos)']","[25.17, 14.99]","[2.75, 10.08]","[158.72, 156.8]","[8.58, 1.64]",USA,metric,I'm enjoying a lunch that consists of 248 grams of chocolate milk and 28 grams of Cheetos.
"['Milk, reduced fat (2%)', 'Potato sticks, fry shaped']","[11.98, 44.85]","[4.64, 28.95]","[122, 439.45]","[8.17, 5.64]",USA,metric,"For a snack, I have 244 grams of reduced fat milk and 85 grams of fry-shaped potato sticks."
"['Tea, hot, herbal', 'Sugar substitute, stevia, powder', 'Tea, hot, leaf, green']","[0.96, 3, 0]","[0, 0, 0]","[4.8, 0, 4.8]","[0, 0, 1.06]",USA,metric,"For my snack, I brewed 480 grams of hot herbal tea, added 3 grams of stevia, and made 480 grams of hot green tea."
"['Soft drink, cola, diet', 'Ketchup', 'Potato, french fries, restaurant', 'Cheeseburger, on white bun, 1 medium patty']","[1.04, 4.66, 22.32, 30.72]","[0.11, 0.02, 8.42, 26.75]","[7.2, 17.17, 173.4, 490.05]","[0.4, 0.18, 2.09, 29.57]",USA,metric,"For dinner, I had a medium cheeseburger on a white bun (165.0g), a side of restaurant-style french fries (60.0g), some ketchup (17.0g), and a diet cola (360.0g)."
"['Turnover, meat- and cheese-filled, no gravy', 'Soft drink, cola, diet']","[43.38, 1.74]","[12.98, 0.18]","[342.22, 12]","[13.01, 0.66]",USA,metric,"For lunch, I went for a meat- and cheese-filled turnover that’s 142 grams, along with a diet cola that weighs 600 grams."
"['Chicken drumstick, baked or broiled, skin eaten, from pre-cooked']",[0.16],[15.47],[278.1],[34.63],USA,metric,"For lunch, I'm having a baked chicken drumstick, skin eaten, weighing about 135 grams."
"['Soft drink, cola', 'Cookie, chocolate chip']","[38.54, 19.61]","[0.93, 7.42]","[156.24, 147.6]","[0, 1.53]",USA,metric,"For a snack, I'm having a 372-gram cola and a 30-gram chocolate chip cookie."
"['Vegetable and turkey, baby food, strained']",[8.61],[1.02],[54.24],[2.62],USA,metric,"I have a serving of vegetable and turkey baby food for dinner, weighing 113 grams."
"['Chocolate milk, made from syrup with low fat milk']",[33.36],[2.03],[181.04],[7.27],USA,metric,"I'm enjoying some chocolate milk for a snack, and it's 248 grams made from syrup and low-fat milk."
"['Soft drink, fruit flavored, caffeine free', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread']","[37.72, 48.38]","[0.07, 18.74]","[148.8, 402.08]","[0.19, 14.07]",USA,metric,"For brunch, I'm having a 372-gram fruit-flavored caffeine-free soft drink with a 112-gram peanut butter and jelly sandwich on wheat bread."
"['Soft drink, fruit flavored, caffeine free', 'Potato, baked, peel eaten, with vegetables']","[37.72, 28.42]","[0.07, 10.11]","[148.8, 225.6]","[0.19, 6.59]",USA,metric,"For my dinner, I have a 160-gram baked potato topped with vegetables and a 372-gram fruit-flavored soft drink without caffeine."
"['Tea, iced, bottled, green', 'Cheese, American', 'Ham, prepackaged or deli, luncheon meat', 'Turkey, NFS']","[38.44, 1.86, 0.08, 0]","[1.36, 4.84, 1.04, 1.24]","[167.4, 64.47, 29.68, 83.4]","[0, 3.38, 4.68, 17.29]",USA,metric,"For lunch, I'm having 620 grams of iced green tea, a slice of American cheese weighing 21 grams, 28 grams of deli ham, and 60 grams of turkey."
"['Soft drink, cola', 'Milk chocolate candy, plain', 'Hard candy']","[38.54, 10.69, 0.98]","[0.93, 5.34, 0]","[156.24, 96.3, 3.94]","[0, 1.38, 0]",USA,metric,"For my snack, I'm enjoying 372 grams of cola, 18 grams of plain chocolate candy, and a gram of hard candy."
['Whiskey'],[0],[0],[145.53],[0],USA,metric,I'll be sipping on 63 grams of whiskey during dinner.
"['Cream, half and half', 'Sugar substitute, sucralose, powder', 'Coffee, brewed', 'Pan Dulce, with sugar topping']","[0.64, 0.91, 0, 52.41]","[1.72, 0, 0.07, 11.92]","[19.65, 3.36, 3.6, 347.82]","[0.47, 0, 0.43, 8.12]",USA,metric,"For a snack, I'm having 360 grams of brewed coffee with 15 grams of half and half and a gram of sucralose. I also have a piece of Pan Dulce with a sugar topping that weighs 93 grams."
['Salmon cake sandwich'],[65.23],[47.88],[914.4],[52.38],USA,metric,"I'm eating a salmon cake sandwich for lunch, and it weighs 360 grams."
"['Cassava, cooked', 'Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce']","[63.39, 11.16]","[4.83, 17.41]","[305.6, 273.9]","[2.27, 20.52]",USA,metric,"For dinner, I'm eating 160 grams of cassava and 249 grams of beef with vegetables like carrots and broccoli."
"['Water, tap', 'Doughnut, custard-filled, with icing', 'Milk, whole']","[0, 41.62, 11.39]","[0, 16.83, 7.81]","[0, 331.2, 146.4]","[0, 4.07, 8]",USA,metric,"For breakfast, I had 240 grams of tap water, a 90-gram custard-filled doughnut with icing, and 244 grams of whole milk."
['Banana split'],[159.4],[33.81],[965.3],[12.4],USA,metric,"I’ve got a banana split, and it’s 490 grams, perfect for a snack."
"['Cereal or granola bar (Kashi Chewy)', 'Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)']","[49.47, 27.05]","[6, 8.32]","[304.2, 197.82]","[13, 4.24]",USA,metric,"For a snack, I'm having a Kashi Chewy granola bar that weighs 78 grams and a General Mills Nature Valley Crunchy granola bar that weighs 42 grams."
"['Waffle, plain, reduced fat, from frozen']",[18.48],[2.77],[115.6],[3.77],USA,metric,"For lunch, I'm having a 40g plain reduced-fat frozen waffle."
"['Cookie, oatmeal, sugar free']",[20.97],[5.4],[134.7],[1.44],USA,metric,I’m having a sugar-free oatmeal cookie weighing 30 grams for dinner.
"['Cookie, chocolate chip, made from home recipe or purchased at a bakery', 'Cookie, oatmeal, with raisins', 'Soft drink, cola', 'Corn chips, reduced sodium']","[17.81, 20.61, 38.54, 25.54]","[8.44, 5.43, 0.93, 15.13]","[146.7, 135, 156.24, 247.05]","[1.74, 1.86, 0, 3.08]",USA,metric,"My snack includes 30 grams of chocolate chip cookies, 30 grams of oatmeal cookies with raisins, a 372-gram cola, and 45 grams of corn chips that are lower in sodium."
['Beef curry'],[15.5],[15.67],[266.4],[18.14],USA,metric,I'm having a 240-gram serving of beef curry for lunch.
"['Snack cake, chocolate, with icing or filling', 'Muffin, fruit']","[24.12, 68.9]","[6.37, 20.89]","[159.6, 487.5]","[1.45, 5.84]",USA,metric,"For my snack, I’m enjoying a 40-gram chocolate snack cake with icing and a fruit muffin that weighs 130 grams."
"['Popcorn, ready-to-eat packaged, butter flavored']",[14.95],[9.11],[148.4],[2.49],USA,metric,"For a little snack, I'm having 28 grams of ready-to-eat popcorn with butter flavor."
"['Vienna sausage, canned']",[2.94],[21.92],[259.9],[11.86],USA,metric,I’ve got a can of Vienna sausages weighing 113 grams for breakfast.
"['Pan Dulce, with sugar topping', 'Milk, whole']","[39.44, 11.39]","[8.97, 7.81]","[261.8, 146.4]","[6.11, 8]",USA,metric,"This morning, I had 70 grams of Pan Dulce topped with sugar and paired it with 244 grams of whole milk."
"['Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion']",[84.43],[46.43],[936],[50.87],USA,metric,"For lunch, I'm having a large frozen meal that includes 468.0g of fried chicken with potatoes and vegetables, plus a dessert."
"['Grilled cheese sandwich, American cheese, on wheat bread']",[31.02],[22.53],[379.32],[13.68],USA,metric,"I’ve got a grilled cheese sandwich with American cheese on wheat bread for lunch today, and it’s 116 grams."
"['Bread, vegetable']",[21.03],[1.42],[112.64],[3.64],USA,metric,"For dinner, it's just 44 grams of vegetable bread."
"['Cookie, butterscotch, brownie']",[31.95],[8.15],[202.5],[2.4],USA,metric,"For a snack, I’m enjoying a 50g cookie made with butterscotch and brownie flavors."
"['Sugar substitute, saccharin, powder', 'Tea, hot, leaf, black', 'Orange juice, 100%, with calcium added, canned, bottled or in a carton']","[0.89, 0.72, 13.97]","[0, 0, 0.15]","[3.6, 2.4, 58.28]","[0.01, 0, 0.84]",USA,metric,"For my snack, I mixed 1 gram of saccharin powder into 240 grams of hot black tea and had 124 grams of orange juice with calcium."
"[""Cereal (Kellogg's Frosted Mini-Wheats)"", 'Milk, whole', 'Egg, whole, boiled or poached']","[44.2, 11.39, 0.36]","[0.85, 7.81, 4.76]","[185.5, 146.4, 71.5]","[4.88, 8, 6.28]",USA,metric,"For breakfast, I’m having 53 grams of Kellogg's Frosted Mini-Wheats with 244 grams of whole milk and a 50-gram boiled egg."
"['Freezer pop', 'Cereal or granola bar (General Mills Fiber One Chewy Bar)']","[9.62, 27.93]","[0.12, 4]","[39.5, 155.6]","[0, 2]",USA,metric,I have a 50g freezer pop and a 40g Fiber One chewy bar for my snack.
"['Pork barbecue sandwich or Sloppy Joe, on bun']",[56.82],[7.57],[385.02],[20.85],USA,metric,"Lunch today is a pork barbecue sandwich, and it’s around 186 grams."
"['Fruit leather and fruit snacks candy', 'Carrots, raw', 'Grapes, raw', 'Banana, raw', 'Cereal or granola bar (Quaker Chewy Granola Bar)']","[21.92, 11.5, 27.15, 28.78, 16.85]","[0.74, 0.29, 0.24, 0.42, 3.98]","[94.9, 49.2, 103.5, 112.14, 100.32]","[0.14, 1.12, 1.08, 1.37, 1.36]",USA,metric,"For a snack, I had 26 grams of fruit leather, along with 120 grams of raw carrots, 150 grams of raw grapes, a raw banana weighing 126 grams, and a 24-gram Quaker Chewy Granola Bar."
"['Tomatoes, raw', 'Fish sandwich, fried, from fast food, with cheese', 'Potato, french fries, fast food', 'Water, bottled, unsweetened', 'Tartar sauce']","[4.86, 34.29, 60.09, 0, 1.86]","[0.25, 16.59, 21.36, 0, 2.34]","[22.5, 385.05, 452.4, 0, 29.54]","[1.1, 23.1, 4.97, 0, 0.14]",USA,metric,"For lunch, I'm having 125 grams of raw tomatoes with a fried fish sandwich that has cheese, weighing 151 grams. I've also got 145 grams of fast food french fries, 240 grams of bottled water, and 14 grams of tartar sauce on the side."
['Hamburger slider'],[13.8],[10.3],[201.6],[12.43],USA,metric,"For lunch, I'm having a 70-gram hamburger slider."
"['Nutritional drink or shake, ready-to-drink, light (Muscle Milk)']",[5.38],[2.94],[97.28],[12.24],USA,metric,"For breakfast, I drank a 256-gram light Muscle Milk nutritional drink."
"['Soft drink, cola', 'Danish pastry, with fruit']","[38.54, 26.77]","[0.93, 10.36]","[156.24, 207.76]","[0, 3.02]",USA,metric,I’m starting my day with a 372g cola and a 56g fruit Danish pastry for breakfast.
"['Orange, raw', 'Chocolate milk, NFS']","[18.1, 33.38]","[0.18, 0]","[72.38, 166.16]","[1.45, 8.41]",USA,metric,"For breakfast, I’m enjoying an orange and a serving of chocolate milk, totaling 154 grams and 248 grams respectively."
"['Cheese flavored corn snacks (Cheetos)', 'Roll, sweet, cinnamon bun, frosted']","[14.99, 43.74]","[10.08, 23.95]","[156.8, 406.8]","[1.64, 4]",USA,metric,"For a snack, I'm having 28 grams of Cheetos and a 90-gram frosted cinnamon bun."
['Breakfast pizza with egg'],[54.27],[30.61],[616.92],[29.79],USA,metric,"This morning, I'm eating a 212-gram breakfast pizza topped with egg."
"['Water, bottled, unsweetened', 'Macaroni or noodles with cheese, Easy Mac type']","[0, 46.23]","[0, 4.28]","[0, 253]","[0, 7.5]",USA,metric,I’ve got a lunch of 507 grams of water and 230 grams of macaroni and cheese from Easy Mac.
"['Corn nuts', 'Burrito with meat and beans', 'Water, bottled, unsweetened']","[20.12, 46.84, 0]","[4.38, 32.14, 0]","[124.88, 600.48, 0]","[2.38, 30.75, 0]",USA,metric,"I’ve got some corn nuts, 28 grams, alongside a 278-gram burrito filled with meat and beans, plus 507 grams of bottled water for breakfast."
"['Breakfast tart', 'Water, tap', 'Banana, raw']","[38.79, 0, 28.78]","[4.87, 0, 0.42]","[207.9, 0, 112.14]","[2.17, 0, 1.37]",USA,metric,"For lunch, I had a 54.0-gram Breakfast Tart, a glass of 240.0 grams of tap water, and a raw banana weighing 126.0 grams."
"['Water, bottled, unsweetened', 'Pizza with meat other than pepperoni, from restaurant or fast food, thin crust', 'Pizza with pepperoni, from restaurant or fast food, thin crust']","[0, 21.6, 19.14]","[0, 14.17, 11.62]","[0, 256.8, 218.46]","[0, 10.69, 9.25]",USA,metric,"I had a lunch that included 360 grams of bottled water, 80 grams of thin crust pizza with meat other than pepperoni, and 66 grams of thin crust pepperoni pizza."
"['Milk, whole', 'Turkey, baby food, strained']","[11.39, 0.99]","[7.81, 4.4]","[146.4, 78.81]","[8, 8.16]",USA,metric,I enjoyed 244 grams of whole milk and 71 grams of turkey baby food for breakfast.
"['Enchilada with chicken, red-chile or enchilada sauce', 'Beer, light']","[13.01, 5.9]","[7.27, 0]","[153.75, 104.4]","[10.33, 0.86]",USA,metric,"For dinner, I'm having a 123.0g chicken enchilada with red-chile sauce and a 360.0g light beer."
"['Popcorn, movie theater, unbuttered']",[35.09],[42.86],[530.64],[5.44],USA,metric,"I'll be eating 88 grams of popcorn, the kind you get at the movies, for dinner."
"['Breakfast tart', 'Cheese, NFS', 'Chocolate milk, ready to drink, reduced fat', 'Apple juice, 100%']","[38.79, 1.05, 30.08, 14.01]","[4.87, 6.22, 4.71, 0.16]","[207.9, 77.28, 188.48, 57.04]","[2.17, 4.29, 7.42, 0.12]",USA,metric,"For breakfast, I’m having a 54-gram Breakfast Tart, 21 grams of cheese, and I’ll drink 248 grams of reduced fat chocolate milk along with 124 grams of apple juice."
"['Cereal bar with fruit filling, baby food']",[13.04],[1.01],[65.36],[1.03],USA,metric,"For my snack, I’m eating a 19g baby food cereal bar that has fruit filling."
"['Popsicle', 'Bread, Italian, Grecian, Armenian']","[9.62, 14.91]","[0.12, 0.85]","[39.5, 80.29]","[0, 2.94]",USA,metric,"For a snack, I'm having a 50g Popsicle and 31g of Italian bread."
"['Soy milk', 'Nutritional powder mix, protein, NFS']","[12, 1.94]","[3.59, 0.48]","[104.92, 109.12]","[6.34, 24.22]",USA,metric,"I'm enjoying some soy milk, about 244 grams, with 31 grams of nutritional protein powder for my snack."
"['Fruit leather and fruit snacks candy', 'Hard candy']","[11.8, 13.72]","[0.4, 0.03]","[51.1, 55.16]","[0.08, 0]",USA,metric,I’ve got 14 grams of fruit snacks and 14 grams of hard candy for my snack.
"['Tortellini, cheese-filled, no sauce']",[1.74],[0.27],[11.33],[0.5],USA,metric,"For dinner, I'm having 4.8 grams of cheese-filled tortellini without any sauce."
"['Tortilla, flour']",[22.22],[3.6],[137.7],[3.69],USA,metric,I grabbed a 45-gram flour tortilla as a quick snack.
"['Banana, raw', 'Ice cream bar, chocolate']","[28.78, 18.88]","[0.42, 17.92]","[112.14, 246.75]","[1.37, 3.31]",USA,metric,"I decided on a snack of a raw banana, which is 126 grams, and a chocolate ice cream bar that’s 75 grams."
"['Orange juice, 100%, canned, bottled or in a carton', 'Pizza, with pepperoni, from school lunch, medium crust']","[14.31, 43.76]","[0.15, 13.55]","[60.76, 376.32]","[0.84, 19.93]",USA,metric,"For lunch, I'm having 124 grams of 100% orange juice from a carton and 147 grams of pepperoni pizza from school."
"['Potato, french fries, fast food', 'Cheeseburger (Burger King)']","[29.01, 26.26]","[10.31, 13]","[218.4, 287.1]","[2.4, 15.33]",USA,metric,Lunch today includes 70 grams of french fries and a cheeseburger that weighs 110 grams.
"['Water, tap', 'Burrito with meat and sour cream']","[0, 33.15]","[0, 38.56]","[0, 599.44]","[0, 29.24]",USA,metric,"I'm having a burrito with meat and sour cream for dinner, which is 254 grams, and I'm also drinking 240 grams of tap water."
"['Turnover filled with ground beef and cabbage', 'Potato, french fries, fast food']","[64.13, 60.09]","[17.74, 21.36]","[511.7, 452.4]","[22.12, 4.97]",USA,metric,I’ve got a 215-gram turnover stuffed with ground beef and cabbage and a side of 145 grams of french fries for dinner.
['Long Island iced tea'],[19.48],[0.34],[240.75],[0.02],USA,metric,"I’ve got a Long Island iced tea, which is 225 grams, as my snack."
['Fajita with chicken and vegetables'],[20.47],[10.05],[223.79],[13.44],USA,metric,"For dinner, I'm eating a fajita that has chicken and vegetables and weighs 139 grams."
"['Soft taco with fish', 'Breakfast bar, cereal crust with fruit filling, lowfat']","[25.48, 26.94]","[9.74, 2.78]","[240, 139.12]","[12.29, 1.63]",USA,metric,Dinner consisted of a soft taco with fish at 120 grams and a low-fat breakfast bar with a cereal crust and fruit filling that was 37 grams.
"['Onion flavored rings', 'Gumdrops']","[37.11, 59.34]","[12.88, 0]","[284.43, 237.6]","[4.39, 0]",USA,metric,I’m snacking on 57 grams of onion flavored rings and 60 grams of gumdrops.
"['Chocolate, white, with cereal', 'Water, bottled, unsweetened', 'SNICKERS Bar']","[10.14, 0, 10.46]","[4.99, 0, 4.05]","[86.87, 0, 83.47]","[1.3, 0, 1.28]",USA,metric,"I have a 17-gram SNICKERS bar, 17 grams of white chocolate with cereal, and 240 grams of bottled unsweetened water for my snack."
"['Chicken with noodles and cheese sauce, diet frozen meal']",[30.55],[7.49],[298.68],[26.38],USA,metric,"For lunch, I’ve got a meal of chicken with noodles and cheese sauce, and it weighs 262 grams."
"['Potato chips, lightly salted', 'Almonds, salted']","[14.96, 28.45]","[9.89, 75.34]","[156.52, 847.41]","[1.88, 28.38]",USA,metric,"I’m enjoying some lightly salted potato chips, about 28 grams, along with 141 grams of salted almonds as a snack."
"['Yogurt, Greek, low fat milk, fruit', 'Egg, whole, boiled or poached']","[7.01, 0.36]","[1.46, 4.76]","[59.85, 71.5]","[4.66, 6.28]",USA,metric,"For a snack, I'm having 57 grams of low-fat Greek yogurt with fruit and a 50-gram boiled egg."
"['Chicken noodle dinner, baby food, strained', 'Carrots, baby food, strained', 'Peaches, baby food, strained']","[8.83, 6.78, 16.36]","[3.64, 0.11, 0.37]","[83.62, 29.38, 73.45]","[3.99, 0.9, 1.06]",USA,metric,"For my dinner, it’s all baby food: 113 grams of chicken noodle, 113 grams of carrots, and 113 grams of peaches."
"['Cocktail, NFS', 'Milk, reduced fat (2%)']","[2.34, 1.5]","[0.06, 0.58]","[26.7, 15.25]","[0, 1.02]",USA,metric,"For a snack, I'm having 30 grams of NFS cocktail and about 30.5 grams of reduced fat (2%) milk."
"['Burrito with beans, meatless', 'Soft drink, cola, diet']","[54.44, 1.04]","[25.17, 0.11]","[547.2, 7.2]","[26.28, 0.4]",USA,metric,I’m enjoying a 285-gram meatless burrito filled with beans and a 360-gram diet cola for lunch.
"['Potato chips, cheese flavored', 'Water, bottled, unsweetened']","[31.87, 0]","[17.7, 0]","[277.59, 0]","[3.71, 0]",USA,metric,I'm having a snack that includes 57 grams of cheese-flavored potato chips and 507 grams of unsweetened bottled water.
