description,carb,fat,energy,protein,country,amount_type,queries
"['Churmary Oggarani or Churmary Chuda', 'Cookies, assorted ready made ', 'Milk Tea']","[14.8, 8.1, 14.799999999999999]","[3.3, 2.5, 2.4]","[96, 57, 89]","[2.5, 0.6, 1.9]",IND,metric,"I’ve got a 24.8g serving of Churmary Chuda, along with 12g of assorted cookies and 48g of milk tea for breakfast."
"['Brinjal (badne kai) Bhaji', 'Cookies, assorted ready made ', 'Jowar Roti', 'Milk Tea', 'Milk, cow', 'Red Gram Dhal or Sambar', 'Rice']","[4.499999999999999, 5.4, 52.5, 14.799999999999999, 4.9, 10.0, 17.8]","[4.9, 1.7, 2.3, 2.4, 4.0, 8.4, 0.2]","[63, 38, 246, 89, 68, 121, 80]","[1.1, 0.4, 5.8, 1.9, 3.3, 2.5000000000000004, 1.5]",IND,metric,"I have a breakfast spread with 51.5 grams of Brinjal Bhaji, 8 grams of assorted cookies, and 58.9 grams of Jowar Roti, along with 48 grams of milk tea, 103 grams of cow's milk, 55.6 grams of Sambar, and 73.8 grams of rice."
"['Banana, ripe, raw ', 'Churmary Oggarani or Churmary Chuda', 'Cookies, assorted ready made ', 'Milk Tea', 'Shev', 'Vermicelli Upma']","[10.0, 10.700000000000001, 5.4, 20.8, 4.0, 10.5]","[0.1, 2.3000000000000003, 1.7, 3.5, 0.7, 10.9]","[39, 68, 38, 124, 29, 147]","[0.5, 1.8, 0.4, 2.6999999999999997, 1.5, 2.7]",IND,metric,"I started my day with a 44g banana, 18.1g of Churmary Chuda, and some 8g assorted cookies. Alongside that, I had 67.3g of milk tea, 6.2g of shev, and 59.6g of vermicelli upma for breakfast."
"['Chapati', 'Masala Rice or Palav', 'Milk Tea']","[27.2, 12.9, 22.299999999999997]","[6.5, 7.199999999999999, 3.7]","[182, 125, 133]","[3.6, 1.3, 2.8000000000000003]",IND,metric,"For breakfast, I’m having 38.7g of chapati, 76.9g of masala rice, and 72.1g of milk tea."
"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Mangoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[17.4, 0.1, 35.6, 0.0, 207.0, 0.0, 0.0]","[1.9, 0.0, 1.0, 61.9, 10.4, 0.0, 0.0]","[130, 1, 157, 557, 948, 0, 1]","[10.1, 0.1, 0.8, 0.0, 20.4, 0.0, 0.1]",COD,metric,"For breakfast, I had 127.8g of boiled cassava leaves with no added salt, 1.9g of steamed chives, 206.0g of raw mangoes, 61.9g of red palm oil, 729.0g of ready-to-eat maize porridge, 1.9g of salt, and 0.3g of dried beef stock cube."
"['Chili peppers, PROCESS = Frying', 'Chives, PROCESS = Steaming', 'Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots, PROCESS = Boiling, PROCESS = Steaming, PHYSICAL-STATE = Powder', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Salt', 'Smoked fish, SOURCE-COMMODITIES = Whitefishes or coregonus', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Sweet potato leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Red']","[0.2, 0.9, 53.0, 0.0, 0.0, 0.0, 0.3, 21.6, 1.0]","[0.0, 0.2, 0.5, 71.1, 0.0, 3.5, 0.1, 1.6, 0.0]","[1, 6, 225, 640, 0, 52, 3, 167, 6]","[0.0, 0.7, 1.3, 0.0, 0.0, 4.8, 0.3, 14.2, 0.3]",COD,metric,"For lunch, I'm having 2.2g of fried chili peppers, 17.4g of steamed chives, and 181.6g of boiled cassava root powder. I added 71.1g of red palm oil, 8.3g of salt, and 29.2g of smoked fish. I also included 1.9g of a beef stock cube, 309.1g of boiled sweet potato leaves, and 23.2g of boiled ripe tomatoes."
"['Amaranth leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Cassava roots, PROCESS = Boiling', 'Chili peppers, PROCESS = Frying', 'Chives, PROCESS = Steaming', 'Edible insect larvae, SOURCE = Termites (as animal), PROCESS = Simmering', 'Oranges, PROCESS = Raw, no heat treatment', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature']","[10.2, 66.6, 0.1, 0.4, 0.6, 22.7, 0.0, 0.0, 0.4, 1.2]","[0.6, 0.5, 0.0, 0.1, 18.2, 0.3, 46.1, 0.0, 0.1, 0.1]","[87, 287, 0, 2, 215, 115, 415, 0, 4, 8]","[9.8, 2.1, 0.0, 0.3, 11.5, 1.8, 0.0, 0.0, 0.4, 0.4]",COD,metric,"For dinner, I have 212.3g of boiled amaranth leaves, 178g of boiled cassava roots, some fried chili peppers weighing 0.8g, 6.6g of steamed chives, 56.0g of simmered edible insect larvae from termites, 255.0g of raw oranges, 46.1g of red palm oil, 8.3g of salt, 2.6g of beef stock cube, and 33.2g of fried ripe red tomatoes."
"['Cassava leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Coffee beverages, INGREDIENT = Coffee ground, roasted, INGREDIENT = Tap water', 'Maize and similar-, PROCESS = Grilling/griddling (high temperature cooking), QUALITATIVE-INFO = Yellow, QUALITATIVE-INFO = Fresh', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Peanuts, PROCESS = Boiling', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[22.3, 0.1, 0.0, 23.7, 0.0, 1.0, 31.0, 0.0, 0.1]","[2.4, 0.0, 0.0, 1.2, 58.2, 2.8, 1.5, 0.0, 0.0]","[167, 1, 2, 102, 524, 35, 142, 0, 1]","[12.9, 0.1, 0.3, 3.1, 0.0, 1.6, 3.1, 0.0, 0.1]",COD,metric,"For breakfast, I'm having 163.8g of boiled cassava leaves without added salt, along with 2.3g of steamed chives. I also have 233.0g of coffee made with ground, roasted coffee and tap water, 85.0g of grilled yellow maize, 58.2g of red palm oil, 16.5g of boiled peanuts, 109.0g of ready-to-eat maize porridge, 2.1g of salt, and 0.5g of dried beef stock cube."
"['Amaranth leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Peanuts, PROCESS = Boiling', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Red']","[6.7, 0.6, 0.0, 2.3, 103.7, 0.0, 0.1, 0.5]","[0.4, 0.1, 36.2, 6.5, 5.2, 0.0, 0.0, 0.0]","[57, 4, 326, 81, 474, 0, 1, 4]","[6.4, 0.5, 0.0, 3.7, 10.2, 0.0, 0.1, 0.2]",COD,metric,"For breakfast, I'm having 139.5g of boiled amaranth leaves, 12.1g of steamed chives, and 36.2g of red palm oil. I also have 38.8g of boiled peanuts, a hearty serving of 365.0g of ready-to-eat maize porridge, a pinch of 4.6g of salt, and a touch of 0.4g of dried beef stock for flavor. To round it off, I'm enjoying 12.9g of ripe, red tomatoes that I boiled without added salt."
"['Chives, PROCESS = Steaming', 'Nut/seeds paste/emulsion/mass, SOURCE-COMMODITIES = Peanuts, PROCESS = Roasting', 'Okra, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Solanacea, GENERIC-TERM = Other', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other']","[0.4, 1.4, 1.9, 0.0, 121.3, 0.0, 2.1, 0.1]","[0.1, 3.9, 0.1, 3.2, 6.1, 0.0, 0.2, 0.0]","[3, 50, 14, 29, 555, 0, 22, 1]","[0.3, 2.1, 0.7, 0.0, 12.0, 0.0, 2.2, 0.1]",COD,metric,"For my lunch, I have 7.9 grams of chives that were steamed, 7.6 grams of peanut paste made from roasted peanuts, and 37.9 grams of boiled okra without any salt. I’m also using 3.2 grams of red palm oil, 427 grams of hard maize grain porridge, a sprinkle of salt at 0.8 grams, 47.3 grams of other Solanaceae, and 0.3 grams of beef stock granules."
"['Drink water/ Nam Deum', 'Hen egg whole, boiled/  Khai Kai Tom', 'Rice glutinous, polished, steamed/ Khao Niew', 'Spicy (stir-fried) Bon salad/ Lab Bon']","[0.0, 0.48, 75.66, 1.53]","[0.0, 4.29, 0.44, 0.03]","[0, 66, 333, 8]","[0.0, 6.49, 6.69, 0.32]",LAO,metric,"I'm enjoying 400 grams of water along with 50 grams of boiled egg, 145.5 grams of sticky rice, and 95.3 grams of spicy Bon salad for lunch."
"['Boiled Pork loin with little water/ Or Mou', 'Drink water/ Nam Deum', 'Mango (Kaew variety), ripe / Mak Muang Keo', 'Rice glutinous, polished, steamed/ Khao Niew']","[1.3000000000000003, 0.0, 15.57, 112.84]","[0.8700000000000001, 0.0, 0.07, 0.65]","[29, 0, 65, 497]","[3.8799999999999994, 0.0, 0.42, 9.98]",LAO,metric,"Lunch included 40.7g of boiled pork loin, 300g of water, 69.5g of ripe mango, and 217g of steamed glutinous rice."
"['Drink water/ Nam Deum', 'Milk powdered, Dumex (1-plus)/ Nom Phong Dumex', 'Nile tilapia, fried/ Cheun Pa Nile', 'Peari/ Mak Sali', 'Rice glutinous, polished, steamed/ Khao Niew']","[0.0, 14.1, 0.06, 4.93, 20.23]","[0.0, 4.49, 4.71, 0.09, 0.12]","[0, 120, 69, 19, 89]","[0.0, 5.68, 6.0, 0.17, 1.79]",LAO,metric,"This morning, I’m enjoying 100 grams of water, 206.4 grams of Dumex powdered milk, 21.6 grams of fried Nile tilapia, 43.2 grams of pear, and 38.9 grams of steamed glutinous rice."
"['Candy/ Kha Nom Om', 'Drink water/ Nam Deum', 'Pepsi/ Pepsi', 'Pork, sundried, grilled/ Ping Sin Mou Dad Diew', 'Rice glutinous, polished, steamed/ Khao Niew']","[4.81, 0.0, 15.75, 2.02, 35.83]","[0.02, 0.0, 0.0, 1.36, 0.21]","[19, 0, 63, 39, 158]","[0.01, 0.0, 0.0, 4.75, 3.17]",LAO,metric,"I had 6g of candy, 50g of water, 150g of Pepsi, 15g of grilled pork, and 68.9g of steamed glutinous rice for lunch."
"['Drink water/ Nam Deum', 'Omlet hen egg/ Cheun Khai Kai', 'Rice glutinous, polished, steamed/ Khao Niew', 'Yoghurt drinking UHT/ Nom Som UHT']","[0.0, 1.63, 52.0, 29.88]","[0.0, 37.99, 0.3, 2.34]","[0, 414, 229, 151]","[0.0, 17.5, 4.6, 2.52]",LAO,metric,"I’m enjoying 400 grams of water with my 112g omelet, 100g of polished steamed rice, and 180g of yogurt for dinner."
"['Drink water/ Nam Deum', 'Mango, ripe/ Mak Muang Souk', 'Orange fruit/  Mak Kieng', 'Rice glutinous, polished, steamed/ Khao Niew']","[0.0, 6.53, 5.11, 32.76]","[0.0, 0.07, 0.04, 0.19]","[0, 28, 23, 144]","[0.0, 0.31, 0.43, 2.9]",LAO,metric,"For lunch, I'm having 66 grams of water, 34.8 grams of ripe mango, 36 grams of orange fruit, and 63 grams of steamed glutinous rice."
"['BUTTER', 'CARROTS', 'CHEESE FROM COW BRINY', 'EGG YOLK', 'FLOUR WHEAT WHOLEMEAL TYPE 1850', 'FORMULA MILK FOR INFANT NESTLE - NAN 1 (100 ML READY FOR DRINKING)', 'MILK 2% FAT', 'POTATOES AUTUMN', 'SUGAR']","[0, 1.8, 0.3, 0, 2.8, 2.2, 6.1, 4.9, 5.7]","[2.8, 0, 0.9, 3, 0.1, 1.1, 2.1, 0, 0]","[26, 9, 12, 33, 14, 20, 57, 22, 23]","[0, 0.2, 0.8, 1.6, 0.5, 0.4, 3.3, 0.6, 0]",BGR,metric,"For a snack, I had 3.4g of butter, 22.4g of carrots, and 4.5g of briny cow cheese, along with 10.0g of egg yolk, 4.0g of wholemeal flour, 30.0g of formula milk for infant (Nestle - NAN 1, ready for drinking), 103.0g of 2% fat milk, 25.2g of autumn potatoes, and 5.7g of sugar."
"['BISCUITS VITOSHA', 'BUTTER', 'CHEESE FROM COW BRINY', 'MILK 2% FAT', 'POTATOES AUTUMN', 'SUGAR', 'TAP WATER', 'YOGURT 3.6% FAT']","[19.1, 0, 0.6, 1.5, 9.2, 3, 0, 5.6]","[0.8, 2, 1.9, 0.5, 0, 0, 0, 4.3]","[94, 18, 26, 14, 42, 12, 0, 77]","[2.4, 0, 1.6, 0.8, 1.2, 0, 0, 4]",BGR,metric,"For breakfast, I'm enjoying 25g of Vitosha biscuits, 2.5g of butter, and 9.5g of cow briny cheese. I also have 25g of 2% milk, 47.5g of potatoes, 3g of sugar, 50g of tap water, and 120g of yogurt."
"['APPLE', 'COMPOTE OF RASPBERRIES']","[16.6, 29.6]","[0.3, 0.4]","[71, 128]","[0.3, 1.6]",BGR,metric,I’m enjoying a snack of 112 grams of apple and 200 grams of compote made from raspberries.
"['CANNED TOMATOES PEELED', 'FLOUR WHEAT TYPE 500', 'MARROWS', 'MELONS SUMMER', 'MINERAL WATER BELOVO', 'OIL SUNFLOWERSEED', 'SPICE - FENNEL (ANETHUM GRAVEOLENS L.)', 'SPICE - PARSLEY (PETROSELINUM SATIVUM HOFFM.)', 'TABLE SALT', 'TOMATOES', 'YOGURT 3.6% FAT']","[1.2, 0.4, 6.4, 4.4, 0, 0, 0, 0, 0, 1.1, 2.3]","[0.1, 0, 0.2, 0.1, 0, 4.6, 0, 0, 0, 0.1, 1.8]","[7, 2, 32, 20, 0, 41, 0, 0, 0, 6, 32]","[0.3, 0.1, 1.1, 0.5, 0, 0, 0, 0, 0, 0.3, 1.6]",BGR,metric,"For dinner, I’m having 33g of canned peeled tomatoes, 0.6g of flour, 175.5g of marrows, and 72g of summer melons. I also have 180g of Belovo mineral water, 5g of sunflower seed oil, and spices like 0.7g of fennel and 0.7g of parsley. I added a pinch of 0.2g of table salt and 30.4g of fresh tomatoes, along with 50g of yogurt with 3.6% fat."
"['BISCUITS VITOSHA', 'MILK 3% FAT']","[30.6, 10.4]","[1.3, 6]","[150, 122]","[3.9, 6.4]",BGR,metric,"For breakfast, I had 40 grams of Vitosha biscuits with 200 grams of 3% fat milk."
"['APPLE', 'APRICOTS', 'CUCUMBERS', 'TAP WATER']","[13.5, 7.8, 1.8, 0]","[0.3, 0.3, 0.2, 0]","[57, 36, 10, 0]","[0.3, 0.5, 0.5, 0]",BGR,metric,"I’ve got 91g of apple, 70.4g of apricots, and 80g of cucumbers for dinner, plus a glass of 100g tap water."
"['Brown sugar', 'Drinking water', 'Pasta, plain (not stuffed), uncooked, PROCESS = Frying, QUALITATIVE-INFO = Not fortified', 'Plum tomato, PROCESS = Frying', 'Soya bean oil, refined, PROCESS = Frying', 'Tortilla, INGREDIENT = Maize grain', 'Watermelons']","[73.6, 0.0, 24.9, 1.5, 0.0, 37.0, 23.6]","[0.0, 0.0, 0.5, 0.1, 2.7, 5.7, 0.5]","[285, 0, 124, 7, 24, 223, 94]","[0.1, 0.0, 4.3, 0.3, 0.0, 6.0, 1.9]",MEX,metric,"For lunch, I mixed 75g of brown sugar with 300g of water. I cooked 33.3g of plain uncooked pasta and had 38.9g of fried plum tomatoes on the side. I also used 2.7g of refined soy bean oil, had a 75g maize tortilla, and sliced up 312g of watermelon."
"['Cola-type drinks', 'Isotonic and sport drinks', 'Peanuts, PROCESS = Battering, PROCESS = Frying, INGREDIENT = Salt']","[17.1, 48.0, 15.6]","[0.0, 0.0, 8.4]","[68, 192, 160]","[0.0, 0.0, 4.8]",MEX,metric,"For my snack, I'm enjoying 154.5g of cola drinks along with 772.5g of isotonic drinks and 30g of salted peanuts."
"['Brown sugar', 'Drinking water', 'Evaporated milk (liquid, unsweetened), QUALITATIVE-INFO = Full fat', 'Guavas', 'Limes', 'Melons', 'Oranges', 'Papayas', 'Pineapples', 'Popcorn (maize, popped)', 'Rice grain, polished']","[32.2, 0.0, 0.8, 1.4, 1.1, 1.0, 1.4, 1.2, 1.5, 6.7, 2.9]","[0.0, 0.0, 0.3, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5, 0.0]","[125, 0, 8, 7, 3, 4, 6, 5, 6, 63, 13]","[0.0, 0.0, 0.5, 0.3, 0.1, 0.1, 0.1, 0.1, 0.1, 1.1, 0.3]",MEX,metric,"For a snack, I had 32.9g of brown sugar, 384.3g of drinking water, and 7.1g of full-fat evaporated milk. I also enjoyed some guavas (10.0g), limes (10.7g), melons (15.7g), oranges (12.1g), papayas (12.1g), and pineapples (11.4g), along with 12.5g of popcorn and 3.6g of rice."
"['Garlic, PROCESS = Boiling', 'Herbs/spices sauces, PROCESS = Boiling, INGREDIENT = Chili peppers, INGREDIENT = Herbs, spices and similar, PHYSICAL-STATE = Paste', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = White', 'Pig fresh meat, PROCESS = Boiling', 'Plum tomato, PROCESS = Boiling', 'Safflower seed oil, edible, PROCESS = Boiling', 'Salt', 'Tortilla, INGREDIENT = Maize grain, QUALITATIVE-INFO = White']","[0.1, 1.7, 0.3, 0.0, 1.7, 0.0, 0.0, 24.6]","[0.0, 1.5, 0.0, 12.9, 0.1, 19.1, 0.0, 1.8]","[1, 21, 1, 184, 8, 169, 0, 124]","[0.0, 0.4, 0.0, 16.3, 0.4, 0.0, 0.0, 2.3]",MEX,metric,"I’ve got a lunch with 0.3g of garlic, 15g of a chili and herb paste, 3.6g of boiled white onions, 102.5g of pig meat, 43.7g of plum tomatoes, 19.1g of safflower oil, 0.6g of salt, and a tortilla weighing 53.3g."
"['Cow milk, whole, PROCESS = Boiling', 'Drinking water, PROCESS = Boiling', 'Rice grain, polished, PROCESS = Boiling']","[5.4, 0.0, 8.8]","[3.9, 0.0, 0.1]","[71, 0, 40]","[3.5, 0.0, 0.7]",MEX,metric,"For a quick snack, I have boiled 103g of whole cow milk, 50g of drinking water, and 11.1g of polished rice."
"['Cola-type drinks', 'Fresh uncured cheese, SOURCE-COMMODITIES = Cow milk, GENERIC-TERM = Other', 'Tortilla, INGREDIENT = Common wheat grain']","[68.4, 4.9, 28.0]","[0.0, 45.0, 6.1]","[273, 640, 238]","[0.0, 35.0, 4.0]",MEX,metric,"For lunch, I'm having 618 grams of cola, 200 grams of fresh uncured cow milk cheese, and a 56-gram tortilla."
"['Beans\t kidney\t dry\t raw\t corrected for boiling', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Salt\t Iodized', 'Vegetable oil']","[9.9, 0.1, 0.0, 0.0]","[0.5, 0.0, 0.0, 3.5]","[75, 1, 0, 30]","[5.1, 0.0, 0.0, 0.0]",KEN,metric,"I prepared 64 grams of raw kidney beans for lunch, mixed with 1.5 grams of peeled red onion, and seasoned it with 1.2g of iodized salt and 3.5g of vegetable oil."
['Potato\t Irish (English)\t white variety\t peeled\t raw corrected for steaming'],[20.1],[0.2],[93],[2.2],KEN,metric,I’m snacking on 86.8g of raw peeled white potato.
"['Milk\t cow\t whole\t fresh\t raw corrected for boiling', 'Scone\t plain\t commercial', 'Sugar', 'Tea leaves']","[4.7, 18.5, 17.9, 0.0]","[2.7, 5.4, 0.0, 0.0]","[53, 135, 70, 0]","[2.5, 2.7, 0.0, 0.0]",KEN,metric,"For breakfast, I'm having 76.3g of fresh raw whole milk, a plain commercial scone weighing 36g, 18g of sugar, and 1.1g of tea leaves."
"['Banana\t plantain\t green\t raw corrected for boiling', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for boiling', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil']","[16.8, 0.7, 17.9, 0.0, 1.1, 0.0]","[0.6, 0.0, 0.2, 0.0, 0.1, 10.2]","[136, 4, 81, 0, 7, 88]","[1.6, 0.1, 1.8, 0.0, 0.3, 0.0]",KEN,metric,"I’m eating a lunch that includes 161.8g of green plantain, 9.8g of red onion, 68.4g of white rice, 2.4g of iodized salt, 33.8g of ripe tomato, and 10.2g of vegetable oil."
"['Cowpea\t leaves (kunde) picked\t raw corrected for boiling', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Royco', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil', 'Whole Maize Flour Ugali']","[0.5, 1.4, 0.7, 0.0, 1.3, 0.0, 56.1]","[0.3, 0.0, 0.5, 0.0, 0.1, 13.5, 4.1]","[20, 8, 10, 0, 8, 117, 304]","[2.3, 0.3, 0.3, 0.0, 0.4, 0.0, 7.1]",KEN,metric,"Tonight's meal consists of 68.1g of cowpea leaves, 19.1g of onion, and 38.1g of tomato. I used 2.8g of Royco seasoning and 1.2g of salt, with 13.5g of vegetable oil, and it's all served with 415g of whole maize flour ugali."
"['Beef\t medium fat\t w/o bones\t raw\t corrected for stewing', 'Onion\t mature\t red skinned\t peeled\t fresh\t raw corrected for stewing', 'Pumpkin\t leaves (seveve)\t raw\t corrected for boling', 'Rice\t white\t milled\t polished grain\t dry\t raw corrected for stewing', 'Salt\t Iodized', 'Tomato\t red\t ripe\t raw\t corrected for stewing', 'Vegetable oil', 'Whole Maize Flour Ugali']","[0.0, 3.5, 1.6, 11.4, 0.0, 2.3, 0.0, 81.2]","[4.2, 0.0, 0.5, 0.1, 0.0, 0.2, 21.0, 5.9]","[111, 19, 27, 52, 0, 15, 181, 440]","[11.1, 0.7, 3.1, 1.1, 0.0, 0.7, 0.0, 10.3]",KEN,metric,"For lunch, I’m having 56.4 grams of raw medium fat beef, 47 grams of chopped fresh red onion, and 73.3 grams of raw pumpkin leaves. I also cooked 43.5 grams of dry white rice with 0.9 grams of iodized salt, and added 68.7 grams of ripe raw tomato. I used 21.0 grams of vegetable oil and served it with 600 grams of whole maize flour ugali."
"['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chicory coffee ingredient', 'Cow, ox or bull fresh meat,  PROCESS=Boiling', 'Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Onions, PROCESS=Boiling', 'Paprika powder', 'Rice grain,  PROCESS=Boiling', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Shea butter,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Stock cubes or granulate (bouillon base)']","[1.0, 0.3, 0.0, 0.0, 2.6, 0.0, 288.0, 0.0, 0.0, 0.0, 78.3, 1.1]","[0.0, 0.3, 3.8, 2.3, 0.0, 0.0, 2.0, 0.0, 0.0, 24.0, 3.5, 0.30000000000000004]","[6, 4, 50, 40, 11, 0, 1309, 0, 0, 211, 356, 12]","[0.3, 27.0, 3.6, 4.6, 0.3, 0.0, 24.2, 0.0, 0.0, 0.0, 11.9, 1.2]",BFA,metric,"For lunch, I made a dish with 8g of fresh boiled baobad leaves, 1g of chicory coffee ingredient, 20g of boiled beef, 11g of fine powdered dried fish, 28g of boiled onions, 0g of paprika powder, 1007g of boiled rice, 5g of salt, 7g of liquid potassium salt, 24g of shea butter, 105g of boiled dried sorghum flour, and 7g fo stock cubes for added flavor."
"['Dried vegetables, SOURCE-COMMODITIES = Okra, PROCESS = Boiling', 'Millet flour, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Stock cubes or granulate (bouillon base)']","[0.3, 75.7, 0.0, 0.0, 0.2]","[0.1, 4.4, 0.0, 0.0, 0.0]","[7, 393, 0, 0, 2]","[0.6, 11.4, 0.0, 0.0, 0.2]",BFA,metric,"I’ve got a snack that includes 4g of dried okra, 105g of boiled millet flour, 1g of salt, 3g of liquid potassium salt, and 1g of stock cubes."
"['Maize flour, PROCESS=Boiling', 'Sucrose (common sugar),  PROCESS=Boiling']","[78.5, 16.0]","[3.4, 0.0]","[357, 62]","[11.8, 0.0]",BFA,metric,"For my snack, I used 420 grams of boiled maize flour along with 16 grams of common sugar."
"['Dried vegetables, SOURCE-COMMODITIES = Baobab leaves, PROCESS = Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Salt, iodised,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = Red, PART-CONSUMED-ANALYSED = With husks', 'Stock cubes or granulate (bouillon base)']","[1.4, 0.0, 0.0, 130.6, 0.2]","[0.7, 0.0, 0.0, 5.8, 0.0]","[22, 0, 0, 593, 2]","[2.7, 0.0, 0.0, 19.8, 0.2]",BFA,metric,"I just prepared a snack with 16g of boiled baobab leaves, 7g of potassium salt in liquid form, and 2g of boiled iodized salt. There’s also 175g of red sorghum flour with husks, and I added 1g of stock cubes."
"['Dried fish, SOURCE-COMMODITIES = Marine fish, PROCESS = Boiling', 'Dried vegetables, SOURCE-COMMODITIES = Okra, PROCESS = Boiling', 'Peanuts, PROCESS = Raw, no heat treatment, PART-CONSUMED-ANALYSED = W/o husks', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Sorghum flour, PROCESS = Fermentation, PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks', 'Stock cubes or granulate (bouillon base)']","[0.0, 0.5, 14.4, 0.0, 0.0, 78.3, 0.3]","[0.4, 0.1, 32.4, 0.0, 0.0, 3.5, 0.1]","[21, 11, 411, 0, 0, 356, 3]","[4.3, 1.0, 16.6, 0.0, 0.0, 11.9, 0.3]",BFA,metric,"For a snack, I had 5g of boiled dried fish and 7g of boiled dried okra, along with 72g of raw peanuts without the husks. I also added 2g of salt for seasoning and a splash of liquid potassium (8g), followed by some fluffy sorghum flour (105g), which I enjoyed after boiling it up. To finish off, I threw in 2g of stock cubes for extra flavor."
"['Chicory coffee infusion', 'Pancakes, PROCESS = Frying, INGREDIENT = Millet flour, PART-CONSUMED-ANALYSED = W/o husks', 'Sucrose (common sugar)']","[0.0, 59.6, 25.0]","[0.4, 27.2, 0.0]","[30, 245, 101]","[1.7, 13.5, 0.0]",BFA,metric,"I enjoyed a snack of 190 grams of chicory coffee, along with 69g of millet flour pancakes and a sprinkle of 25g sugar."
